Filename,x,y
WaCo2017_459.jpg,387479.169,3973197.295
ADOP2006_512.jpg,405179.5,3979526.5
WaCo2016_527.jpg,378610.1998,3973494.332
CAST2008_1199.jpg,411515.2382,3989112.035
WaCo2020_218.jpg,395682.1072,3975765.033
WaCo2017_1116.jpg,396476.5781,4004202.832
WaCo2015_1297.jpg,391491.9713,3996435.081
CAST2008_1506.jpg,383474.2382,4006293.035
NAIP2006_1215.jpg,383691.5,3977297.5
NAIP2013_568.jpg,407654.5,3981719.5
WaCo2015_371.jpg,402733.0178,3988385.297
NAIP2009_810.jpg,379381.5,3997542.5
WaCo2015_36.jpg,401050.5184,3993466.323
ADOP2006_423.jpg,391124.5,3973973.5
WaCo2020_385.jpg,407026.7859,3982601.711
NAIP2013_484.jpg,379220.5,3997904.5
ADOP2017_1505.jpg,396993.5,4005556.5
NAIP2015_CHIP_1922.jpg,390412.5,3991052.5
ADOP2017_60.jpg,401475.5,4005982.5
ADOP2017_480.jpg,401178.5,3980221.5
WaCo2016_217.jpg,384861.6603,3982153.717
NAIP2010_CHIP_1380.jpg,379136.5,3982673.5
NAIP2010_CHIP_1200.jpg,385742.5,3982994.5
NAIP2006_801.jpg,397674.5,4002623.5
WaCo2020_1283.jpg,410449.6967,4003425.688
WaCo2020_1735.jpg,399778.6274,3990474.71
ADOP2017_1010.jpg,398367.5,3977941.5
ADOP2017_212.jpg,392457.5,3976141.5
NAIP2013_1200.jpg,403370.5,3999830.5
WaCo2017_1936.jpg,401029.6897,3985128.41
ADOP2017_1117.jpg,395148.5,3978349.5
NAIP2006_1241.jpg,396132.5,3991769.5
NAIP2006_334.jpg,406125.5,3997004.5
WaCo2020_1926.jpg,379274.6904,3982909.559
NAIP2010_CHIP_1105.jpg,409466.5,3995876.5
NAIP2009_1155.jpg,401419.5,3982851.5
NAIP2009_1233.jpg,394192.5,4000470.5
WaCo2019_88.jpg,388659.5012,4000527.035
ADOP2017_1104.jpg,391842.5,3972922.5
CAST2008_1372.jpg,396674.2382,3984921.035
WaCo2020_1779.jpg,388269.3564,3978688.071
WaCo2015_159.jpg,395914.6281,3996047.984
WaCo2016_1968.jpg,393094.3247,3994961.439
NAIP2013_640.jpg,385214.5,3996767.5
ADOP2017_312.jpg,382023.5,4002532.5
NAIP2015_CHIP_1981.jpg,384553.5,4000718.5
NAIP2009_609.jpg,384100.5,3989331.5
ADOP2017_1254.jpg,393534.5,3978436.5
NAIP2009_800.jpg,386062.5,4003110.5
NAIP2013_1180.jpg,385928.5,4005524.5
NAIP2006_1326.jpg,407259.5,3986018.5
CAST2008_1108.jpg,401243.2382,3978789.035
CAST2008_1424.jpg,398969.2382,3975024.035
WaCo2020_230.jpg,411556.1229,3988560.563
WaCo2019_514.jpg,396459.3488,3998262.366
WaCo2017_606.jpg,394242.6945,4006449.517
WaCo2016_50.jpg,389195.9249,3975051.863
ADOP2017_1968.jpg,395877.5,3991585.5
ADOP2006_1471.jpg,389564.5,3975026.5
NAIP2015_CHIP_373.jpg,400078.5,3992261.5
ADOP2017_971.jpg,390585.5,4003096.5
NAIP2013_1151.jpg,403277.5,3973040.5
ADOP2017_737.jpg,407889.5,3994162.5
NAIP2010_CHIP_1277.jpg,402650.5,3992675.5
CAST2008_735.jpg,408023.2382,3986796.035
NAIP2010_CHIP_1949.jpg,380453.5,3980465.5
NAIP2013_1417.jpg,407612.5,3990665.5
WaCo2019_882.jpg,379588.635,4001145.78
WaCo2020_1701.jpg,395017.6419,4002520.431
NAIP2010_CHIP_1493.jpg,390290.5,4001801.5
NAIP2006_222.jpg,400392.5,4002293.5
NAIP2015_CHIP_575.jpg,397432.5,3979646.5
NAIP2009_1180.jpg,405538.5,3980526.5
WaCo2020_626.jpg,403805.0434,3985805.165
WaCo2017_376.jpg,408751.2035,3988275.476
WaCo2015_792.jpg,392884.9101,3975196.575
ADOP2006_1692.jpg,378959.5,3988310.5
CAST2008_91.jpg,381938.2382,3983301.035
WaCo2017_1386.jpg,383201.2924,4004059.881
WaCo2017_303.jpg,386427.302,3983626.353
WaCo2016_515.jpg,386010.7586,3975999.793
WaCo2015_360.jpg,393997.4323,4000601.705
WaCo2015_356.jpg,396792.4539,3994566.653
NAIP2009_105.jpg,392659.5,3980571.5
NAIP2006_528.jpg,398979.5,3974669.5
CAST2008_65.jpg,391256.2382,3984345.035
WaCo2020_1067.jpg,381521.0709,3976728.203
NAIP2013_788.jpg,398453.5,3974201.5
NAIP2010_CHIP_770.jpg,382274.5,3974492.5
ADOP2017_1620.jpg,384612.5,4000369.5
WaCo2015_314.jpg,409344.143,3980768.33
WaCo2019_733.jpg,400284.5964,3981754.365
WaCo2020_857.jpg,403128.3861,3991492.744
NAIP2010_CHIP_1509.jpg,410639.5,4003859.5
NAIP2009_1462.jpg,379570.5,3992442.5
NAIP2010_CHIP_867.jpg,392228.5,3993929.5
NAIP2009_662.jpg,405283.5,3979563.5
WaCo2019_1842.jpg,385641.9751,3994818.119
WaCo2020_1409.jpg,394856.0975,3989895.589
NAIP2015_CHIP_18.jpg,381094.5,3985217.5
WaCo2016_322.jpg,396727.548,4000978.203
WaCo2020_410.jpg,411455.5387,3980367.522
WaCo2017_1622.jpg,398874.7493,3984543.802
NAIP2009_740.jpg,404725.5,4002699.5
NAIP2013_1720.jpg,400706.5,3995333.5
WaCo2019_117.jpg,405880.7356,3979934.705
WaCo2016_1634.jpg,380716.372,3974527.606
ADOP2006_869.jpg,409415.5,3989420.5
WaCo2015_1157.jpg,396886.9421,3979076.686
WaCo2020_1535.jpg,383325.4905,3988533.131
CAST2008_630.jpg,385952.2382,3995856.035
NAIP2010_CHIP_13.jpg,400805.5,3974594.5
NAIP2015_CHIP_1284.jpg,398254.5,3985847.5
WaCo2020_460.jpg,386495.4168,3999670.545
NAIP2006_1174.jpg,379884.5,3976682.5
NAIP2006_680.jpg,383937.5,3982280.5
NAIP2013_1398.jpg,383648.5,3983627.5
NAIP2015_CHIP_701.jpg,410713.5,4006997.5
WaCo2020_1080.jpg,410275.9604,4004050.53
ADOP2017_570.jpg,382287.5,3977308.5
NAIP2013_148.jpg,404078.5,3990974.5
WaCo2020_1091.jpg,400208.3962,4001267.7
WaCo2020_494.jpg,403024.7539,3997436.356
NAIP2006_1717.jpg,391233.5,4001816.5
CAST2008_1231.jpg,381827.2382,3989949.035
NAIP2006_471.jpg,402534.5,3983618.5
NAIP2015_CHIP_741.jpg,403189.5,3979100.5
NAIP2010_CHIP_200.jpg,383435.5,3997832.5
WaCo2016_921.jpg,397843.1182,3974768.398
WaCo2016_261.jpg,395883.2503,4000929.435
WaCo2020_1566.jpg,403149.7221,3989761.477
WaCo2015_921.jpg,402937.2342,3978451.845
NAIP2010_CHIP_1114.jpg,404771.5,4001591.5
ADOP2017_379.jpg,412311.5,3980161.5
WaCo2015_313.jpg,378903.7061,3985163.554
ADOP2017_1500.jpg,412260.5,4006498.5
ADOP2006_1420.jpg,378806.5,3984953.5
WaCo2015_703.jpg,387105.8905,3989321.035
WaCo2019_1095.jpg,399013.5779,3981089.9
NAIP2006_434.jpg,380010.5,3990272.5
WaCo2017_825.jpg,409116.0498,3989645.25
ADOP2006_895.jpg,394145.5,3995045.5
WaCo2019_1471.jpg,379158.8662,3990752.079
NAIP2015_CHIP_1352.jpg,402736.5,3974567.5
WaCo2019_1258.jpg,381115.6861,3979642.097
NAIP2013_1243.jpg,381818.5,3997010.5
NAIP2010_CHIP_1411.jpg,405092.5,4003511.5
NAIP2013_1941.jpg,394103.5,3986405.5
CAST2008_887.jpg,410009.2382,3983784.035
ADOP2006_784.jpg,403106.5,3995486.5
NAIP2010_CHIP_1849.jpg,389768.5,3973937.5
WaCo2017_1648.jpg,409393.4184,4006746.088
WaCo2020_1919.jpg,382752.4653,3989240.268
NAIP2015_CHIP_1880.jpg,409402.5,3976031.5
NAIP2013_1312.jpg,383825.5,4003085.5
NAIP2015_CHIP_752.jpg,399982.5,3983384.5
WaCo2015_1518.jpg,410258.5448,3992750.042
NAIP2009_59.jpg,400672.5,3972828.5
WaCo2016_647.jpg,396337.4032,3976972.107
WaCo2020_1810.jpg,381505.8308,3979529.321
NAIP2010_CHIP_1598.jpg,379913.5,3986111.5
WaCo2016_384.jpg,404631.0278,3980492.554
WaCo2015_1190.jpg,392000.9883,3999108.182
NAIP2013_1034.jpg,401111.5,3995423.5
WaCo2016_1567.jpg,381417.4134,3991556.816
WaCo2017_564.jpg,385951.5083,4002613.297
CAST2008_730.jpg,404978.2382,3995805.035
WaCo2019_1683.jpg,404695.0612,3983750.809
CAST2008_1883.jpg,394754.2382,3989799.035
NAIP2013_479.jpg,412106.5,3976343.5
NAIP2010_CHIP_1239.jpg,412028.5,3986417.5
WaCo2020_185.jpg,406709.7932,4002337.55
WaCo2016_1975.jpg,399217.769,3979946.961
ADOP2017_16.jpg,381054.5,3992089.5
WaCo2019_1959.jpg,379369.1786,4005501.38
WaCo2019_947.jpg,397901.0556,3982022.59
WaCo2015_1488.jpg,386496.2893,3974544.301
WaCo2016_1881.jpg,401665.3179,3989313.484
WaCo2016_603.jpg,407057.2406,3986058.213
NAIP2009_978.jpg,383020.5,3984837.5
WaCo2017_323.jpg,384686.281,3981127.902
NAIP2015_CHIP_1173.jpg,399163.5,3986063.5
WaCo2016_259.jpg,398300.3191,3979666.544
WaCo2020_508.jpg,387169.0262,3981230.108
WaCo2017_925.jpg,405689.4814,4006688.481
NAIP2006_45.jpg,398505.5,3974558.5
NAIP2015_CHIP_45.jpg,395653.5,4002062.5
NAIP2015_CHIP_1083.jpg,410302.5,4000103.5
WaCo2020_658.jpg,389400.1666,3985963.661
NAIP2006_1711.jpg,410160.5,3984038.5
NAIP2010_CHIP_1531.jpg,384149.5,3991997.5
NAIP2010_CHIP_1019.jpg,383189.5,3980564.5
WaCo2016_1799.jpg,401195.9249,3985982.013
WaCo2020_1152.jpg,407578.475,4004239.506
WaCo2019_1724.jpg,403619.1151,3990721.599
ADOP2006_1500.jpg,407540.5,3977552.5
WaCo2017_1254.jpg,403361.7191,4001975.349
ADOP2006_1120.jpg,382775.5,4003094.5
WaCo2020_540.jpg,381493.6388,3993077.708
WaCo2019_791.jpg,405033.3899,3991023.352
WaCo2016_1973.jpg,393758.7901,3978621.078
WaCo2019_23.jpg,393618.6071,3976021.065
NAIP2013_793.jpg,398936.5,4002839.5
ADOP2017_1640.jpg,395238.5,3983365.5
WaCo2020_1639.jpg,378613.2731,3998228.838
WaCo2015_545.jpg,390461.7452,3976616.945
NAIP2010_CHIP_794.jpg,401291.5,3990050.5
WaCo2020_1142.jpg,379033.8979,3976542.275
NAIP2010_CHIP_57.jpg,383036.5,4000880.5
WaCo2017_368.jpg,409182.1916,3977703.467
CAST2008_903.jpg,385373.2382,3990819.035
NAIP2010_CHIP_176.jpg,386024.5,3976973.5
WaCo2019_1964.jpg,404996.8138,3989164.068
ADOP2006_1748.jpg,402620.5,3996251.5
NAIP2015_CHIP_1993.jpg,411118.5,3977792.5
ADOP2006_8.jpg,399281.5,3988169.5
NAIP2010_CHIP_576.jpg,407186.5,4006556.5
WaCo2017_475.jpg,398125.8542,3998909.36
NAIP2013_1221.jpg,395180.5,3993863.5
WaCo2019_1222.jpg,391524.6269,3997704.581
